"label","text"
"ham","Notification: No rush. I transferred $700 for tickets. Please check and confirm."
"ham","WhatsApp: I transferred Rs 2000 for booking. Please check and confirm. We can discuss this later."
"spam","Notification: package is pending. Pay Rs 29 redelivery fee at http://secure-login.example/verify Your reward is already reserved."
"spam","Re: trading bonus active for within 24 hours. Deposit $700 and double returns. Support ticket #1191 is open."
"ham","Notification: I added it to the calendar. Can you review the resume before tomorrow's call?"
"spam","WhatsApp: Video liking job: earn Rs 5000 per day from home. Message WIN to start. Your reward is already reserved."
"ham","We can discuss this later. Please bring tea on the way back."
"ham","DM: Please bring bread on the way back. I added it to the calendar."
"ham","Notification: Class notes for ML are uploaded in the group folder. Reference #8629."
"spam","DM: This link expires in 10 minutes. Your cloud storage KYC is incomplete. Send OTP to avoid suspended."
"ham","Lunch at 10:30 AM? I can book the table if that works. Shared in the official group."
"spam","Do not ignore this message. PayFast reward unlocked. Claim cash prize using code LUCKY7."
"ham","Notification: I added it to the calendar. Your grocery order is out for delivery. Track it in the official app."
"spam","Notification: Congratulations Sam, you won iPhone. claim now before today. Support ticket #4335 is open."
"spam","Re: QuickPay alert: unusual activity detected. claim now to secure your email account. Do not ignore this message."
"ham","Notification: The dataset update is ready. Feedback welcome when you get time. I added it to the calendar."
"ham","Telegram: Reference #8880. Cab is waiting near gate 2. Call me if you cannot find it."
"ham","Customer, meeting moved to 6:30 PM. Please confirm when free. I will be near room 101."
"ham","DM: No rush. Lunch at 10:30 AM? I can book the table if that works."
"spam","Re: Offer id WIN24. bitcoin bonus active for today. Deposit Rs 2000 and double returns."
"spam","ShopKart reward unlocked. Claim gift card using code WIN24. Support ticket #5390 is open."
"spam","Telegram: Action required: UPI account will be blocked. verify immediately at http://secure-login.example/verify Do not ignore this message."
"spam","Alert: Limited seats available. InstaHelp alert: unusual activity detected. verify immediately to secure your bank account."
"spam","Subject: Congratulations Customer, you won shopping voucher. claim now before before midnight. Do not ignore this message."
"spam","WhatsApp: Congratulations Raj, you won cash prize. click now before today. Your reward is already reserved."
"ham","Telegram: Alex, meeting moved to 9 AM. Please confirm when free. I added it to the calendar."
"spam","DM: investment bonus active for within 24 hours. Deposit $700 and double returns. This link expires today."
"ham","DM: Reference #6052. Class notes for history are uploaded in the group folder."
"ham","Thanks again. Thanks for sharing the notes. I will read it tonight."
"spam","Notification: Final notice: wallet access expires before midnight. Verify now at http://tiny.example/pay Your reward is already reserved."
"spam","bitcoin bonus active for now. Deposit $100 and double returns. Processing takes only 2 minutes."
"ham","Notification: Call me after 9 AM. Reminder: support appointment is scheduled for tomorrow."
"ham","Notification: Lunch at 10:30 AM? I can book the table if that works. I will be near main office."
"ham","Subject: I transferred Rs 2000 for repair. Please check and confirm. Shared in the official group."
"spam","Re: PayFast alert: unusual activity detected. claim now to secure your trading account. This link expires now."
"ham","Telegram: Customer, meeting moved to 1 PM. Please confirm when free. Thanks again."
"ham","Telegram: No rush. Class notes for Python are uploaded in the group folder."
"spam","Re: Only selected users can access this. ShopKart reward unlocked. Claim iPhone using code LUCKY7."
"ham","Telegram: Thanks for sharing the notes. I will read it tonight. Call me after 1 PM."
"ham","WhatsApp: Your bank account statement is available in the official app. No rush."
"spam","Re: PayFast reward unlocked. Claim shopping voucher using code FREE100. Offer id VIP999."
"ham","Telegram: Cab is waiting near gate 5. Call me if you cannot find it. Shared in the official group."
"spam","Notification: You are selected for instant cash instant loan. Reply JOIN now. Limited seats available."
"ham","WhatsApp: Neha, meeting moved to 1 PM. Please confirm when free. I will be near lab 2."
"ham","Telegram: Cab is waiting near gate 1. Call me if you cannot find it. I added it to the calendar."
"spam","Notification: Important: wallet will be restricted. claim now at http://bonus.example/start Reply WIN for details."
"spam","Final notice: cloud storage access expires within 24 hours. Verify now at www.account-check.example Offer id FREE100."
"ham","Notification: The release update is ready. Feedback welcome when you get time. I will be near conference room."
"spam","WhatsApp: Your card KYC is incomplete. Send OTP to avoid locked. Offer id VIP999."
"spam","Notification: Twitter verification available today. Share login code to continue. This link expires before midnight."
"spam","Telegram: You are selected for Rs 1 lakh instant loan. Reply OK now. Only selected users can access this."
"spam","Telegram: Offer id VIP999. bitcoin bonus active for today. Deposit $700 and double returns."
"ham","DM: No rush. Lunch at 9 AM? I can book the table if that works."
"spam","WhatsApp: No documents required. grocery is pending. Pay $1 redelivery fee at http://tiny.example/pay"
"spam","Part-time job: earn Rs 5000 per day from home. Message START to start. Support ticket #1087 is open."
"spam","DM: Support ticket #3366 is open. Final notice: wallet access expires within 24 hours. Verify now at http://bonus.example/start"
"spam","Telegram: shipment is pending. Pay $1 redelivery fee at www.account-check.example Processing takes only 2 minutes."
"ham","WhatsApp: We can discuss this later. Your courier order is out for delivery. Track it in the official app."
"spam","Notification: Instagram verification available today. Share login code to continue. Processing takes only 2 minutes."
"spam","Telegram: Telegram verification available today. Share login code to continue. Offer id LUCKY7."
"spam","Subject: MailBox alert: unusual activity detected. claim now to secure your card. Support ticket #3775 is open."
"spam","WhatsApp: Only selected users can access this. You are selected for $1000 instant loan. Reply OK now."
"ham","DM: Reference #2933. I transferred Rs 2000 for rent. Please check and confirm."
"spam","Notification: Private photo found with your name. Open http://tiny.example/pay to remove it. Limited seats available."
"ham","Notification: Alex, meeting moved to 10:30 AM. Please confirm when free. No rush."
"spam","Telegram: Congratulations Friend, you won cash prize. click now before before midnight. Your reward is already reserved."
"ham","Thanks for sharing the resume. I will read it tonight. Reference #6828."
"ham","Notification: Call me after 3 PM. Neha, meeting moved to 6:30 PM. Please confirm when free."
"spam","DM: Remote task: earn Rs 5000 per day from home. Message WIN to start. Do not ignore this message."
"spam","Notification: No documents required. shipment is pending. Pay $2 redelivery fee at http://tiny.example/pay"
"ham","Notification: I transferred Rs 500 for repair. Please check and confirm. Call me after 1 PM."
"ham","The website update is ready. Feedback welcome when you get time. I will be near room 101."
"ham","Update: Your parcel order is out for delivery. Track it in the official app. Bring your ID if needed."
"spam","WhatsApp: Processing takes only 2 minutes. parcel is pending. Pay a small redelivery fee at http://secure-login.example/verify"
"ham","Update: Call me after 6:30 PM. Neha, meeting moved to 1 PM. Please confirm when free."
"ham","Shared in the official group. Thanks for sharing the invoice. I will read it tonight."
"ham","Reminder: support appointment is scheduled for 10:30 AM. I added it to the calendar."
"spam","Notification: Processing takes only 2 minutes. Final notice: wallet access expires before midnight. Verify now at www.account-check.example"
"spam","Subject: Processing takes only 2 minutes. Final notice: UPI account access expires in 10 minutes. Verify now at www.account-check.example"
"spam","DM: Reply YES for details. PayFast alert: unusual activity detected. verify immediately to secure your bank account."
"ham","DM: Class notes for Python are uploaded in the group folder. No rush."
"spam","WhatsApp: Reply START for details. crypto bonus active for within 24 hours. Deposit Rs 2000 and double returns."
"ham","Bring your ID if needed. Your parcel order is out for delivery. Track it in the official app."
"spam","You are selected for instant cash instant loan. Reply YES now. No documents required."
"ham","Notification: Please confirm once done. Sam, meeting moved to 3 PM. Please confirm when free."
"spam","Notification: Private document found with your name. Open www.account-check.example to remove it. Processing takes only 2 minutes."
"ham","Notification: Bring your ID if needed. I transferred $100 for repair. Please check and confirm."
"ham","DM: Class notes for ML are uploaded in the group folder. Please confirm once done."
"ham","Your shipment order is out for delivery. Track it in the official app. Please confirm once done."
"ham","Notification: Call me after 3 PM. The dataset update is ready. Feedback welcome when you get time."
"ham","Telegram: Reference #1436. Lunch at 10:30 AM? I can book the table if that works."
"spam","Telegram: Congratulations Amit, you won iPhone. claim now before in 10 minutes. Processing takes only 2 minutes."
"spam","Alert: Video liking job: earn Rs 5000 per day from home. Message JOIN to start. Offer id VIP999."
"ham","Subject: Reminder: dentist appointment is scheduled for 9 AM. I will be near front desk."
"spam","Subject: Final notice: email account access expires today. Verify now at www.claim-reward.example Your reward is already reserved."
"spam","URGENT: bank account will be restricted. confirm identity at http://bonus.example/start Only selected users can access this."
"spam","DM: Do not ignore this message. You are selected for Rs 50,000 instant loan. Reply YES now."
"ham","WhatsApp: The release update is ready. Feedback welcome when you get time. Call me after 1 PM."
"spam","Telegram: You are selected for $1000 instant loan. Reply WIN now. This link expires now."
"spam","This link expires in 10 minutes. You are selected for Rs 50,000 instant loan. Reply OK now."
"spam","Telegram: Final notice: UPI account access expires today. Verify now at www.account-check.example Reply YES for details."
"ham","WhatsApp: We can discuss this later. Neha, meeting moved to 3 PM. Please confirm when free."
"ham","Notification: I transferred Rs 5000 for rent. Please check and confirm. Please confirm once done."
"ham","Subject: Class notes for ML are uploaded in the group folder. I will be near conference room."
"spam","Notification: Reply OK for details. Congratulations Amit, you won free recharge. click now before before midnight."
"ham","WhatsApp: Shared in the official group. I transferred Rs 5000 for groceries. Please check and confirm."
"ham","Your card statement is available in the official app. We can discuss this later."
"ham","Telegram: Reminder: college appointment is scheduled for 6:30 PM. Shared in the official group."
"ham","Subject: Please confirm once done. Can you review the resume before tomorrow's call?"
"ham","DM: Your shipment order is out for delivery. Track it in the official app. Reference #3232."
"spam","Alert: Final alert: bank account will be suspended. update details at http://secure-login.example/verify Support ticket #3432 is open."
"ham","Bring your ID if needed. Reminder: doctor appointment is scheduled for 3 PM."
"ham","Your cloud storage statement is available in the official app. Please confirm once done."
"spam","Notification: Telegram verification available today. Share login code to continue. This link expires in 10 minutes."
"spam","Congratulations Neha, you won cash prize. claim now before today. Do not ignore this message."
"ham","Subject: Thanks for sharing the presentation. I will read it tonight. Thanks again."
"ham","Friend, meeting moved to 1 PM. Please confirm when free. Shared in the official group."
"ham","Update: Please confirm once done. Your parcel order is out for delivery. Track it in the official app."
"ham","Notification: Please confirm once done. Lunch at 1 PM? I can book the table if that works."
"ham","Telegram: Shared in the official group. Lunch at 10:30 AM? I can book the table if that works."
"ham","DM: I added it to the calendar. The dataset update is ready. Feedback welcome when you get time."
"spam","Telegram: QuickPay alert: unusual activity detected. verify immediately to secure your bank account. Limited seats available."
"ham","Call me after 1 PM. Reminder: doctor appointment is scheduled for 3 PM."
"spam","Re: You are selected for $5000 instant loan. Reply JOIN now. Support ticket #5071 is open."
"spam","WhatsApp: Offer id WIN24. trading bonus active for within 24 hours. Deposit $100 and double returns."
"spam","Notification: Final notice: profile access expires in 10 minutes. Verify now at www.account-check.example Only selected users can access this."
"spam","Only selected users can access this. ShopKart reward unlocked. Claim free recharge using code LUCKY7."
"spam","Notification: Final notice: trading account access expires before midnight. Verify now at http://bonus.example/start Only selected users can access this."
"ham","We can discuss this later. Class notes for history are uploaded in the group folder."
"ham","Notification: No rush. Your cloud storage statement is available in the official app."
"spam","Notification: This link expires within 24 hours. You are selected for instant cash instant loan. Reply OK now."
"ham","DM: Lunch at 9 AM? I can book the table if that works. We can discuss this later."
"ham","Notification: Please confirm once done. Raj, meeting moved to 10:30 AM. Please confirm when free."
"ham","Notification: I added it to the calendar. Class notes for history are uploaded in the group folder."
"spam","Telegram: InstaHelp reward unlocked. Claim gift card using code SAVE50. Your reward is already reserved."
"ham","Call me after 3 PM. Class notes for science are uploaded in the group folder."
"ham","WhatsApp: I transferred Rs 2000 for booking. Please check and confirm. I added it to the calendar."
"ham","Subject: Cab is waiting near gate 2. Call me if you cannot find it. I will be near front desk."
"ham","Telegram: Shared in the official group. Your grocery order is out for delivery. Track it in the official app."
"ham","Class notes for English are uploaded in the group folder. I will be near room 101."
"spam","grocery is pending. Pay $1 redelivery fee at www.claim-reward.example Processing takes only 2 minutes."
"spam","Notification: Your reward is already reserved. Congratulations Neha, you won cash prize. claim now before within 24 hours."
"ham","Telegram: Please bring tea on the way back. I will be near reception."
"ham","DM: Reminder: interview appointment is scheduled for tomorrow. Bring your ID if needed."
"spam","WhatsApp: crypto bonus active for today. Deposit $100 and double returns. Your reward is already reserved."
"spam","DM: Your trading account KYC is incomplete. Send OTP to avoid restricted. Support ticket #4902 is open."
"spam","Telegram: You are selected for $5000 instant loan. Reply START now. Processing takes only 2 minutes."
"spam","Telegram: Instagram verification available today. Share login code to continue. Reply OK for details."
"ham","Update: Please bring bread on the way back. We can discuss this later."
"ham","Update: I added it to the calendar. Please bring milk on the way back."
"ham","Telegram: Cab is waiting near gate 4. Call me if you cannot find it. Reference #6002."
"spam","Your profile KYC is incomplete. Send OTP to avoid locked. Your reward is already reserved."
"ham","Notification: We can discuss this later. Your wallet statement is available in the official app."
"ham","Telegram: Reference #1905. Thanks for sharing the resume. I will read it tonight."
"spam","You are selected for $5000 instant loan. Reply OK now. Reply JOIN for details."
"spam","DM: Processing takes only 2 minutes. Warning: trading account will be blocked. confirm identity at http://bonus.example/start"
"ham","Notification: Lunch at 9 AM? I can book the table if that works. Bring your ID if needed."
"ham","Update: Please confirm once done. Class notes for Python are uploaded in the group folder."
"spam","forex bonus active for before midnight. Deposit Rs 2000 and double returns. Reply OK for details."
"ham","WhatsApp: Shared in the official group. Please bring milk on the way back."
"spam","trading bonus active for before midnight. Deposit Rs 500 and double returns. No documents required."
"spam","Notification: shipment is pending. Pay $2 redelivery fee at http://secure-login.example/verify Your reward is already reserved."
"ham","Reminder: service appointment is scheduled for 6:30 PM. Shared in the official group."
"spam","Re: Final notice: wallet access expires before midnight. Verify now at www.account-check.example Do not ignore this message."
"ham","Notification: No rush. Please bring rice on the way back."
"ham","DM: Thanks for sharing the notes. I will read it tonight. I will be near front desk."
"spam","Subject: MailBox reward unlocked. Claim bonus using code WIN24. No documents required."
"ham","WhatsApp: Thanks again. Can you review the report before tomorrow's call?"
"ham","Telegram: Can you review the presentation before tomorrow's call? Please confirm once done."
"ham","DM: Bring your ID if needed. Please bring rice on the way back."
"ham","DM: The dashboard update is ready. Feedback welcome when you get time. Please confirm once done."
"ham","Subject: Lunch at 6:30 PM? I can book the table if that works. We can discuss this later."
"spam","WhatsApp: Online work: earn Rs 2000 per day from home. Message OK to start. Support ticket #3463 is open."
"spam","WhatsApp: Final notice: trading account access expires now. Verify now at www.claim-reward.example Processing takes only 2 minutes."
"spam","Notification: Limited seats available. package is pending. Pay a small redelivery fee at http://bonus.example/start"
"spam","Subject: LinkedIn verification available today. Share login code to continue. No documents required."
"spam","WhatsApp: This link expires within 24 hours. bitcoin bonus active for in 10 minutes. Deposit Rs 5000 and double returns."
"ham","Cab is waiting near gate 1. Call me if you cannot find it. Please confirm once done."
"ham","Notification: I transferred Rs 500 for groceries. Please check and confirm. Bring your ID if needed."
"ham","DM: Please confirm once done. Thanks for sharing the invoice. I will read it tonight."
"spam","bitcoin bonus active for within 24 hours. Deposit Rs 5000 and double returns. Offer id FREE100."
"spam","Telegram: Only selected users can access this. Final alert: email account will be locked. click now at www.claim-reward.example"
"spam","Telegram: Action required: trading account will be disabled. click now at http://secure-login.example/verify Your reward is already reserved."
"ham","Shared in the official group. Please bring milk on the way back."
"ham","Notification: The dashboard update is ready. Feedback welcome when you get time. Reference #2453."
"spam","Telegram: QuickPay alert: unusual activity detected. update details to secure your email account. Limited seats available."
"spam","Alert: PayFast reward unlocked. Claim free recharge using code WIN24. Limited seats available."
"ham","Update: Your package order is out for delivery. Track it in the official app. Please confirm once done."
"ham","WhatsApp: Thanks again. Can you review the presentation before tomorrow's call?"
"ham","DM: Alex, meeting moved to 10:30 AM. Please confirm when free. Please confirm once done."
"spam","DM: Limited seats available. Video liking job: earn $700 per day from home. Message WIN to start."
"ham","Telegram: Reminder: doctor appointment is scheduled for 9 AM. I will be near main office."
"ham","DM: Thanks again. Lunch at 3 PM? I can book the table if that works."
"ham","DM: Reminder: doctor appointment is scheduled for 3 PM. Thanks again."
"ham","Notification: Please bring tea on the way back. Reference #3107."
"spam","Telegram: Your profile KYC is incomplete. Send OTP to avoid locked. Limited seats available."
"ham","Telegram: Thanks again. Can you review the notes before tomorrow's call?"
"ham","Update: Thanks for sharing the presentation. I will read it tonight. No rush."
"ham","Thanks for sharing the report. I will read it tonight. Call me after 1 PM."
"spam","Notification: MailBox reward unlocked. Claim free recharge using code WIN24. Your reward is already reserved."
"ham","Subject: The website update is ready. Feedback welcome when you get time. Thanks again."
"spam","grocery is pending. Pay Rs 19 redelivery fee at http://bonus.example/start This link expires within 24 hours."
"ham","Subject: Thanks for sharing the notes. I will read it tonight. Reference #1638."
"ham","Notification: Reminder: support appointment is scheduled for 10:30 AM. We can discuss this later."
"spam","Telegram: Support ticket #7431 is open. Your wallet KYC is incomplete. Send OTP to avoid closed."
"spam","Subject: Congratulations Priya, you won cash prize. verify immediately before before midnight. Limited seats available."
"ham","The dataset update is ready. Feedback welcome when you get time. Bring your ID if needed."
"spam","Remote task: earn $100 per day from home. Message START to start. Your reward is already reserved."
"spam","Re: URGENT: profile will be suspended. verify immediately at www.claim-reward.example Reply JOIN for details."
"ham","Update: The website update is ready. Feedback welcome when you get time. I added it to the calendar."
"spam","Alert: courier is pending. Pay Rs 19 redelivery fee at http://bonus.example/start Only selected users can access this."
"ham","Notification: Bring your ID if needed. Class notes for math are uploaded in the group folder."
"ham","I will be near reception. Can you review the presentation before tomorrow's call?"
"spam","Notification: BankSecure alert: unusual activity detected. claim now to secure your email account. Only selected users can access this."
"spam","WhatsApp: Do not ignore this message. ShopKart alert: unusual activity detected. verify immediately to secure your UPI account."
"spam","Notification: Congratulations Customer, you won iPhone. click now before today. Offer id LUCKY7."
"spam","Re: Offer id VIP999. Private video found with your name. Open http://secure-login.example/verify to remove it."
"ham","DM: I transferred Rs 5000 for rent. Please check and confirm. Call me after 3 PM."
"ham","Subject: I transferred $700 for groceries. Please check and confirm. No rush."
"spam","Offer id LUCKY7. forex bonus active for now. Deposit Rs 5000 and double returns."
"ham","DM: Please bring tea on the way back. No rush."
"spam","WhatsApp: Reply START for details. You are selected for $1000 instant loan. Reply YES now."
"ham","Telegram: Thanks for sharing the presentation. I will read it tonight. I added it to the calendar."
"ham","Notification: Please bring tea on the way back. Shared in the official group."
"ham","Notification: Reference #4961. Your parcel order is out for delivery. Track it in the official app."
"ham","Subject: Call me after 9 AM. Your package order is out for delivery. Track it in the official app."
"spam","Telegram: trading bonus active for today. Deposit Rs 5000 and double returns. Only selected users can access this."
"spam","Notification: Data entry work: earn Rs 500 per day from home. Message YES to start. Limited seats available."
"spam","Notification: Reply YES for details. investment bonus active for in 10 minutes. Deposit Rs 2000 and double returns."
"spam","WhatsApp: Offer id LUCKY7. Your bank account KYC is incomplete. Send OTP to avoid disabled."
"ham","Update: Raj, meeting moved to 6:30 PM. Please confirm when free. I will be near conference room."
"spam","Telegram: Reply JOIN for details. Final alert: card will be disabled. click now at http://secure-login.example/verify"
"ham","Notification: Lunch at tomorrow? I can book the table if that works. Thanks again."
"spam","DM: InstaHelp reward unlocked. Claim cash prize using code WIN24. Only selected users can access this."
"ham","WhatsApp: Cab is waiting near gate 4. Call me if you cannot find it. We can discuss this later."
"spam","LinkedIn verification available today. Share login code to continue. No documents required."
"spam","DM: You are selected for $5000 instant loan. Reply START now. Reply WIN for details."
"spam","Notification: This link expires within 24 hours. Congratulations Friend, you won shopping voucher. claim now before before midnight."
"spam","WhatsApp: Private video found with your name. Open http://secure-login.example/verify to remove it. Processing takes only 2 minutes."
"ham","Please confirm once done. Please bring medicine on the way back."
"ham","Notification: We can discuss this later. Reminder: college appointment is scheduled for 9 AM."
"ham","Telegram: Thanks again. Thanks for sharing the report. I will read it tonight."
"ham","Notification: Please bring vegetables on the way back. We can discuss this later."
"ham","DM: I transferred $700 for fees. Please check and confirm. We can discuss this later."
"spam","Re: Private post found with your name. Open http://tiny.example/pay to remove it. Only selected users can access this."
"ham","Notification: Bring your ID if needed. Class notes for Python are uploaded in the group folder."
"ham","WhatsApp: No rush. Lunch at tomorrow? I can book the table if that works."
"ham","DM: No rush. Please bring milk on the way back."
"spam","Telegram: MailBox alert: unusual activity detected. verify immediately to secure your card. Processing takes only 2 minutes."
"ham","Telegram: Please confirm once done. Your bank account statement is available in the official app."
"ham","WhatsApp: Thanks again. Cab is waiting near gate 3. Call me if you cannot find it."
"spam","DM: Congratulations Neha, you won free recharge. update details before before midnight. Do not ignore this message."
"spam","Subject: Support ticket #8112 is open. Your wallet KYC is incomplete. Send OTP to avoid blocked."
"ham","Alex, meeting moved to 6:30 PM. Please confirm when free. I added it to the calendar."
"ham","DM: Thanks again. Your trading account statement is available in the official app."
"ham","Subject: Your cloud storage statement is available in the official app. I added it to the calendar."
"ham","DM: Reference #4943. Thanks for sharing the resume. I will read it tonight."
"spam","WhatsApp: Offer id VIP999. grocery is pending. Pay $2 redelivery fee at http://tiny.example/pay"
"spam","Telegram: Your reward is already reserved. QuickPay reward unlocked. Claim iPhone using code CLAIM88."
"spam","DM: Instagram verification available today. Share login code to continue. This link expires within 24 hours."
"spam","Notification: Congratulations Amit, you won gift card. claim now before now. Processing takes only 2 minutes."
"ham","Your wallet statement is available in the official app. No rush."
"ham","Cab is waiting near gate 3. Call me if you cannot find it. Shared in the official group."
"spam","Re: Support ticket #9010 is open. Final notice: bank account access expires today. Verify now at www.account-check.example"
"spam","Notification: Your reward is already reserved. You are selected for $5000 instant loan. Reply START now."
"spam","WhatsApp: Video liking job: earn $700 per day from home. Message START to start. This link expires within 24 hours."
"ham","Update: Call me after 6:30 PM. The release update is ready. Feedback welcome when you get time."
"ham","DM: Sam, meeting moved to 1 PM. Please confirm when free. I added it to the calendar."
"spam","Notification: Do not ignore this message. Instagram verification available today. Share login code to continue."
"spam","WhatsApp: Do not ignore this message. Final notice: profile access expires today. Verify now at www.claim-reward.example"
"spam","Telegram: Only selected users can access this. shipment is pending. Pay $1 redelivery fee at http://bonus.example/start"
"spam","Notification: Only selected users can access this. Twitter verification available today. Share login code to continue."
"ham","WhatsApp: Class notes for English are uploaded in the group folder. Reference #8664."
"spam","WhatsApp: PayFast reward unlocked. Claim shopping voucher using code CLAIM88. Support ticket #5433 is open."
"ham","Telegram: Thanks for sharing the invoice. I will read it tonight. Please confirm once done."
"ham","Subject: Please bring milk on the way back. I will be near main office."
"ham","DM: Class notes for Python are uploaded in the group folder. Please confirm once done."
"spam","package is pending. Pay a small redelivery fee at http://bonus.example/start Your reward is already reserved."
"ham","WhatsApp: Reminder: college appointment is scheduled for 1 PM. No rush."
"ham","Notification: Shared in the official group. Please bring medicine on the way back."
"ham","Update: Thanks for sharing the resume. I will read it tonight. We can discuss this later."
"ham","DM: Can you review the invoice before tomorrow's call? Shared in the official group."
"spam","DM: ShopKart reward unlocked. Claim shopping voucher using code LUCKY7. Limited seats available."
"ham","Cab is waiting near gate 3. Call me if you cannot find it. Bring your ID if needed."
"spam","WhatsApp: QuickPay reward unlocked. Claim iPhone using code FREE100. Your reward is already reserved."
"spam","Re: shipment is pending. Pay $2 redelivery fee at www.account-check.example Support ticket #1945 is open."
"ham","Subject: Shared in the official group. Thanks for sharing the notes. I will read it tonight."
"spam","Congratulations Alex, you won gift card. update details before in 10 minutes. Support ticket #2930 is open."
"ham","Telegram: Reference #8174. Your trading account statement is available in the official app."
"ham","Notification: I will be near room 101. The website update is ready. Feedback welcome when you get time."
"ham","Notification: Thanks for sharing the report. I will read it tonight. Thanks again."
"ham","Notification: Reference #8342. Please bring vegetables on the way back."
"spam","Telegram: Processing takes only 2 minutes. Final alert: trading account will be suspended. claim now at www.account-check.example"
"ham","Reminder: support appointment is scheduled for 3 PM. I added it to the calendar."
"spam","Notification: Limited seats available. Part-time job: earn $700 per day from home. Message WIN to start."
"ham","WhatsApp: Reminder: doctor appointment is scheduled for 6:30 PM. We can discuss this later."
"spam","Telegram: Support ticket #7802 is open. Remote task: earn Rs 2000 per day from home. Message YES to start."
"ham","Telegram: Can you review the proposal before tomorrow's call? Bring your ID if needed."
"spam","Subject: Private video found with your name. Open www.claim-reward.example to remove it. Do not ignore this message."
"ham","Bring your ID if needed. Your package order is out for delivery. Track it in the official app."
"ham","DM: Lunch at tomorrow? I can book the table if that works. I will be near main office."
"ham","Telegram: Reminder: dentist appointment is scheduled for 1 PM. I will be near front desk."
"ham","DM: Reference #3443. I transferred $700 for repair. Please check and confirm."
"spam","DM: trading bonus active for before midnight. Deposit $100 and double returns. Offer id FREE100."
"spam","DM: Private video found with your name. Open www.claim-reward.example to remove it. Limited seats available."
"ham","WhatsApp: Thanks again. Your card statement is available in the official app."
"spam","DM: Final notice: wallet access expires now. Verify now at www.claim-reward.example This link expires in 10 minutes."
"spam","Telegram: Important: cloud storage will be disabled. verify immediately at www.account-check.example Processing takes only 2 minutes."
"spam","Telegram: No documents required. courier is pending. Pay Rs 19 redelivery fee at www.account-check.example"
"spam","No documents required. You are selected for instant cash instant loan. Reply WIN now."
"ham","Please bring tea on the way back. I will be near main office."
"ham","Update: Friend, meeting moved to 6:30 PM. Please confirm when free. I will be near front desk."
"ham","Reference #3578. I transferred $700 for booking. Please check and confirm."
"ham","DM: Cab is waiting near gate 1. Call me if you cannot find it. I added it to the calendar."
"ham","Update: Please bring tea on the way back. Bring your ID if needed."
"spam","DM: Congratulations Neha, you won iPhone. confirm identity before before midnight. Reply START for details."
"ham","DM: I transferred Rs 2000 for tickets. Please check and confirm. Shared in the official group."
"spam","WhatsApp: ShopKart reward unlocked. Claim cash prize using code VIP999. This link expires within 24 hours."
"spam","WhatsApp: Final notice: wallet access expires before midnight. Verify now at www.claim-reward.example No documents required."
"spam","WhatsApp: PayFast reward unlocked. Claim gift card using code WIN24. Do not ignore this message."
"ham","DM: Thanks for sharing the resume. I will read it tonight. I added it to the calendar."
"spam","WhatsApp: Private document found with your name. Open http://tiny.example/pay to remove it. This link expires before midnight."
"ham","Notification: Reference #6444. Your shipment order is out for delivery. Track it in the official app."
"ham","Telegram: Raj, meeting moved to 6:30 PM. Please confirm when free. We can discuss this later."
"spam","Notification: Offer id WIN24. Video liking job: earn Rs 2000 per day from home. Message START to start."
"ham","Reference #7018. Can you review the invoice before tomorrow's call?"
"ham","DM: Call me after 3 PM. Class notes for Python are uploaded in the group folder."
"spam","Re: Only selected users can access this. You are selected for Rs 1 lakh instant loan. Reply WIN now."
"spam","Alert: ShopKart alert: unusual activity detected. claim now to secure your email account. Reply WIN for details."
"spam","DM: Reply OK for details. Private document found with your name. Open http://tiny.example/pay to remove it."
"spam","Notification: Video liking job: earn Rs 500 per day from home. Message YES to start. Reply JOIN for details."
"spam","WhatsApp: Final notice: profile access expires now. Verify now at http://bonus.example/start No documents required."
"ham","WhatsApp: The dashboard update is ready. Feedback welcome when you get time. Reference #5296."
"spam","WhatsApp: forex bonus active for within 24 hours. Deposit $100 and double returns. Reply YES for details."
"ham","WhatsApp: Reference #4022. Alex, meeting moved to 10:30 AM. Please confirm when free."
"spam","DM: Remote task: earn Rs 500 per day from home. Message WIN to start. Offer id LUCKY7."
"ham","Notification: Call me after 1 PM. Your email account statement is available in the official app."
"ham","WhatsApp: The dashboard update is ready. Feedback welcome when you get time. We can discuss this later."
"spam","Reply JOIN for details. Congratulations Priya, you won iPhone. click now before in 10 minutes."
"ham","Subject: Lunch at 6:30 PM? I can book the table if that works. Bring your ID if needed."
"ham","Notification: I added it to the calendar. Class notes for English are uploaded in the group folder."
"spam","Notification: Congratulations Friend, you won gift card. update details before today. Only selected users can access this."
"spam","DM: Reply OK for details. InstaHelp reward unlocked. Claim shopping voucher using code FREE100."
"spam","DM: InstaHelp reward unlocked. Claim bonus using code VIP999. Limited seats available."
"spam","WhatsApp: Do not ignore this message. You are selected for instant cash instant loan. Reply OK now."
"spam","WhatsApp: trading bonus active for in 10 minutes. Deposit Rs 500 and double returns. Only selected users can access this."
"spam","Instagram verification available today. Share login code to continue. Limited seats available."
"ham","Telegram: Sam, meeting moved to 6:30 PM. Please confirm when free. Thanks again."
"spam","Instagram verification available today. Share login code to continue. Only selected users can access this."
"spam","Re: ShopKart reward unlocked. Claim shopping voucher using code CLAIM88. Processing takes only 2 minutes."
"spam","Notification: package is pending. Pay a small redelivery fee at www.account-check.example Only selected users can access this."
